id,price,date,sqft_lot,bedrooms,level
2154500060,1705000.0,2014-12-03,17100,5,high_level
8106100085,1702500.0,2014-05-09,23716,5,high_level
2175100055,1700000.0,2014-12-30,14649,5,high_level
1925069066,1700000.0,2014-06-23,18731,3,high_level
8073000550,1700000.0,2015-04-15,17186,4,high_level
524059330,1700000.0,2015-01-30,8963,4,high_level
8146200070,1700000.0,2015-03-10,9360,5,high_level
1224059053,1700000.0,2014-10-27,15250,5,high_level
4141010110,1700000.0,2014-08-08,15335,4,high_level
5493100366,1700000.0,2014-06-25,22885,5,high_level
1623069046,1700000.0,2015-03-12,336283,4,high_level
2311400145,1699990.0,2014-10-29,8234,4,high_level
2655500241,1699000.0,2014-08-14,35153,3,high_level
7856410411,1698890.0,2014-09-22,15246,4,high_level
3472800065,1698000.0,2014-08-26,9687,4,high_level
6600000050,1698000.0,2015-03-10,6240,4,high_level
9829200250,1697000.0,2015-01-05,6600,3,high_level
5078400215,1695000.0,2014-07-30,7067,5,high_level
5457800930,1695000.0,2014-06-13,3000,2,high_level
6738700335,1695000.0,2014-07-01,10900,4,high_level
1370800700,1695000.0,2015-02-09,5350,3,high_level
9178601660,1695000.0,2015-05-14,5354,5,high_level
9808100185,1691000.0,2014-10-03,13515,4,high_level
4219401236,1690000.0,2014-05-20,8965,3,high_level
3528000040,1690000.0,2014-10-01,224442,3,high_level
4219400580,1688000.0,2014-06-12,7500,4,high_level
4139480350,1688000.0,2015-01-13,12941,4,high_level
5093300280,1681000.0,2014-07-09,18707,5,high_level
6648150040,1680000.0,2014-05-13,23723,5,high_level
4139500410,1680000.0,2015-01-26,16747,6,high_level
853600150,1680000.0,2014-05-24,68257,4,high_level
3459900230,1680000.0,2014-11-25,29536,4,high_level
3616600003,1680000.0,2015-03-02,16972,3,high_level
4030100290,1680000.0,2014-10-01,7197,5,high_level
1329000030,1680000.0,2014-09-04,34982,4,high_level
5021900140,1679000.0,2014-11-20,11466,5,high_level
9315600050,1675000.0,2015-03-17,19080,5,high_level
1455100355,1675000.0,2014-07-08,8343,3,high_level
629800660,1675000.0,2014-09-09,25412,4,high_level
1959701745,1675000.0,2014-11-07,6600,6,high_level
2125059013,1670000.0,2015-04-20,40816,5,high_level
5350201180,1665000.0,2014-07-20,8395,4,high_level
5154700060,1662000.0,2014-10-15,19200,4,high_level
9544200277,1660000.0,2014-10-15,11189,4,high_level
4218400671,1655000.0,2015-05-05,5500,4,high_level
1370801520,1655000.0,2014-05-27,4815,4,high_level
3262300322,1651000.0,2015-04-08,13530,4,high_level
1068000255,1650000.0,2014-08-27,9567,4,high_level
1652500060,1650000.0,2014-07-11,20666,8,high_level
7856400240,1650000.0,2015-02-11,9750,4,high_level
3343301920,1650000.0,2015-03-02,8890,3,high_level
9413900035,1650000.0,2015-01-09,7500,4,high_level
8964800860,1650000.0,2015-02-09,11904,4,high_level
8964800975,1650000.0,2014-07-31,14904,4,high_level
1651800030,1650000.0,2014-08-29,20400,4,high_level
777100005,1650000.0,2014-11-22,6203,3,high_level
3024059057,1650000.0,2015-05-01,16065,4,high_level
3885803245,1650000.0,2015-03-05,8400,5,high_level
2724079090,1650000.0,2015-01-05,881654,4,high_level
1824079052,1650000.0,2015-04-01,210394,4,high_level
4104500181,1648000.0,2014-08-12,12500,4,high_level
8084900195,1646000.0,2014-11-21,16200,6,high_level
4054550010,1640000.0,2015-04-13,118047,5,high_level
3528900401,1640000.0,2014-07-01,5445,3,high_level
6117502230,1637500.0,2014-12-01,21164,3,high_level
7533800170,1636000.0,2014-07-07,6765,3,high_level
7787400030,1635000.0,2014-06-09,26784,5,high_level
9809000010,1629000.0,2015-01-06,16583,5,high_level
9279700150,1625000.0,2015-02-12,8112,4,high_level
5318101565,1625000.0,2014-07-03,3600,4,high_level
6613000585,1620500.0,2015-01-08,9362,3,high_level
7856400240,1620000.0,2014-06-27,9750,4,high_level
2450500060,1620000.0,2014-08-26,8114,4,high_level
3025300250,1620000.0,2015-05-13,17709,4,high_level
2288900140,1620000.0,2014-12-18,4000,3,high_level
4139470010,1615000.0,2014-10-06,12281,4,high_level
9412400220,1612500.0,2014-07-10,18200,4,high_level
824059331,1610000.0,2014-11-08,13260,5,high_level
853600310,1610000.0,2014-08-28,142725,5,high_level
5093300325,1610000.0,2014-05-23,11600,4,high_level
3861470120,1610000.0,2014-11-26,25807,4,high_level
2655500235,1605000.0,2015-04-10,19088,4,high_level
4139910160,1600000.0,2015-04-01,32840,5,high_level
9253900417,1600000.0,2015-01-28,19593,3,high_level
3616600250,1600000.0,2014-05-27,19000,3,high_level
524059148,1600000.0,2014-06-06,9583,4,high_level
7403200050,1600000.0,2014-11-13,23065,3,high_level
1118002090,1600000.0,2014-06-28,7200,3,high_level
9362000080,1600000.0,2015-03-16,20925,5,high_level
3225079035,1600000.0,2014-06-18,230652,6,high_level
5318100965,1600000.0,2015-02-17,3600,4,high_level
6613000750,1600000.0,2014-10-01,5000,4,high_level
4389200796,1600000.0,2014-05-22,12824,3,high_level
7215900020,1600000.0,2014-12-09,9486,4,high_level
1130000005,1600000.0,2014-07-15,5000,3,high_level
191100435,1600000.0,2014-09-26,10125,5,high_level
3536900030,1600000.0,2015-02-09,21052,3,high_level
8722100570,1600000.0,2015-04-03,5735,4,high_level
5026900160,1600000.0,2015-04-24,5374,5,high_level
1125079111,1600000.0,2015-04-15,871200,4,high_level
2624059036,1599950.0,2014-10-03,43123,5,high_level
9272200090,1598890.0,2015-02-04,6000,4,high_level
1489300005,1598000.0,2014-08-01,7500,5,high_level
6600000217,1595000.0,2015-04-03,7757,4,high_level
8655000070,1595000.0,2014-06-01,8239,5,high_level
3761100180,1595000.0,2014-09-17,13341,4,high_level
8964800755,1590000.0,2015-01-16,11131,4,high_level
7430200060,1583000.0,2015-04-24,11063,4,high_level
8085400055,1582500.0,2015-04-28,16304,4,high_level
9471201175,1580000.0,2014-05-06,10920,4,high_level
3885806105,1580000.0,2014-05-21,7200,3,high_level
2303900045,1580000.0,2014-06-23,74487,4,high_level
2524049148,1580000.0,2015-03-17,20031,4,high_level
5093301285,1580000.0,2015-03-27,10500,4,high_level
251610020,1580000.0,2015-05-08,19991,4,high_level
2225059214,1578000.0,2014-08-08,51836,4,high_level
191100405,1575000.0,2015-04-21,10125,4,high_level
3066120030,1575000.0,2015-01-27,9916,4,high_level
5452301810,1575000.0,2014-09-05,9240,5,high_level
6117502220,1575000.0,2014-11-17,22672,3,high_level
5021900635,1575000.0,2014-10-28,14250,3,high_level
6448000090,1575000.0,2014-05-12,20150,5,high_level
8678500020,1575000.0,2014-12-13,131116,4,high_level
3342104046,1570000.0,2014-07-08,18226,4,high_level
7237500390,1570000.0,2014-11-10,14731,5,high_level
5318100645,1570000.0,2014-05-27,5850,4,high_level
3271800295,1569500.0,2015-02-03,5800,5,high_level
1118001370,1568000.0,2015-01-02,8828,3,high_level
4389200876,1565000.0,2014-07-01,12750,4,high_level
4389200753,1565000.0,2014-08-19,8570,4,high_level
1330300451,1565000.0,2014-12-17,8500,3,high_level
226059096,1565000.0,2014-11-18,67319,5,high_level
624069050,1565000.0,2015-04-07,323215,4,high_level
2524049215,1564350.0,2015-05-01,17000,4,high_level
2311400195,1563100.0,2015-03-03,8100,5,high_level
8084900170,1562000.0,2014-10-23,16200,5,high_level
1925059200,1557600.0,2015-04-07,17853,4,high_level
3262300235,1555000.0,2014-11-26,16238,5,high_level
9468200109,1555000.0,2014-06-17,6240,3,high_level
2652501565,1550000.0,2015-04-23,4920,3,high_level
6448600060,1550000.0,2015-02-26,20805,5,high_level
8678500060,1550000.0,2014-07-10,171626,5,high_level
3892500150,1550000.0,2014-05-21,26027,3,high_level
2525049246,1550000.0,2014-10-17,15593,2,high_level
3754501240,1550000.0,2015-02-06,4600,3,high_level
5451300117,1550000.0,2015-04-22,17677,4,high_level
6613000375,1550000.0,2015-03-17,5000,4,high_level
2574900080,1550000.0,2014-05-13,17458,5,high_level
6096500105,1545000.0,2015-04-30,3000,4,high_level
3395000070,1544500.0,2014-09-27,15139,4,high_level
3179100180,1540000.0,2015-05-07,6960,5,high_level
3896100130,1538000.0,2014-06-17,7599,3,high_level
249000205,1537000.0,2014-10-15,8088,5,high_level
4289900005,1535000.0,2014-12-30,4100,4,high_level
8924600020,1535000.0,2014-11-14,10050,4,high_level
3758900075,1532500.0,2014-05-07,8076,5,high_level
2524049257,1530000.0,2014-09-18,16940,4,high_level
7015200335,1525000.0,2014-06-19,5131,4,high_level
3585900500,1525000.0,2015-04-02,21000,4,high_level
4139910250,1525000.0,2015-02-10,35070,4,high_level
1125069153,1525000.0,2014-08-22,111078,4,high_level
5608000190,1520000.0,2014-07-14,13288,5,high_level
2617900035,1520000.0,2014-12-01,11690,6,high_level
2397100705,1518630.0,2014-07-14,5328,4,high_level
9201300020,1517000.0,2014-08-11,9409,3,high_level
5608000630,1515000.0,2014-11-03,11795,4,high_level
2597450620,1511250.0,2014-10-09,12105,3,high_level
1832100055,1510000.0,2014-06-30,11250,5,high_level
1336800015,1506000.0,2014-05-21,5800,4,high_level
46100204,1505000.0,2015-02-21,33474,5,high_level
7856400300,1505000.0,2015-03-22,9400,2,high_level
5701500030,1505000.0,2014-06-01,7232,4,high_level
9402800005,1500000.0,2014-10-28,3610,3,high_level
7923250090,1500000.0,2015-03-10,9015,3,high_level
